PacketCounter,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,VelInc_X,VelInc_Y,VelInc_Z,OriInc_q0,OriInc_q1,OriInc_q2,OriInc_q3,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Mat[1][1],Mat[2][1],Mat[3][1],Mat[1][2],Mat[2][2],Mat[3][2],Mat[1][3],Mat[2][3],Mat[3][3]
46770,9.699633,-0.496890,-0.564698,-0.138264,0.142094,-0.085957,0.018676,-0.011022,0.263257,-0.707031,-0.065674,0.016602,0.097003,-0.004841,-0.005642,0.999999,0.000093,-0.000055,0.001316,0.170590,-0.708211,-0.156384,-0.666993,-147.609235,-86.466778,-5.641650,0.061329,-0.006058,0.998099,0.449071,-0.892886,-0.033013,0.891389,0.450242,-0.052039
46771,9.626404,-0.138251,-0.335178,0.236372,-0.098099,-0.182860,0.034761,-0.012575,0.253244,-0.708740,-0.060059,0.008301,0.096266,-0.001260,-0.003346,0.999999,0.000174,-0.000063,0.001266,0.171627,-0.708447,-0.155541,-0.666674,-145.556315,-86.372379,-7.677772,0.062704,-0.008453,0.997996,0.449223,-0.892702,-0.035786,0.891216,0.450567,-0.052179
46772,9.666759,0.029293,-0.303826,0.354192,-0.254930,-0.150963,0.030535,-0.009912,0.239829,-0.716553,-0.051025,0.005615,0.096667,0.000409,-0.003033,0.999999,0.000153,-0.000050,0.001199,0.172544,-0.708650,-0.154798,-0.666395,-143.828297,-86.285832,-9.390673,0.063911,-0.010570,0.997900,0.449359,-0.892533,-0.038233,0.891062,0.450859,-0.052293
46773,9.725018,0.131275,-0.508017,0.234091,-0.460245,-0.087224,0.045379,-0.010686,0.225464,-0.712402,-0.053467,0.006836,0.097249,0.001424,-0.005075,0.999999,0.000227,-0.000053,0.001127,0.173524,-0.708844,-0.154088,-0.666098,-142.147106,-86.194418,-11.048579,0.065141,-0.012719,0.997795,0.449617,-0.892293,-0.040728,0.890843,0.451278,-0.052406
46774,9.733715,0.123012,-0.580624,0.177337,-0.504741,-0.075582,0.039861,-0.010625,0.213956,-0.709229,-0.054932,0.001953,0.097336,0.001335,-0.005801,0.999999,0.000199,-0.000053,0.001070,0.174387,-0.709019,-0.153467,-0.665829,-140.743927,-86.110720,-12.430895,0.066238,-0.014601,0.997697,0.449847,-0.892074,-0.042921,0.890646,0.451654,-0.052521
46775,9.676668,0.058063,-0.496779,0.229775,-0.426842,-0.135237,0.024829,-0.007813,0.185103,-0.714111,-0.054443,0.006104,0.096766,0.000671,-0.004964,1.000000,0.000124,-0.000039,0.000926,0.175159,-0.709189,-0.152833,-0.665592,-139.463959,-86.030362,-13.698736,0.067259,-0.016394,0.997601,0.449944,-0.891923,-0.044993,0.890521,0.451890,-0.052613
46776,9.723867,0.071331,-0.386706,0.345940,-0.404466,-0.095438,0.005061,-0.015281,0.161620,-0.712158,-0.047852,0.008301,0.097238,0.000792,-0.003860,1.000000,0.000025,-0.000076,0.000808,0.175720,-0.709368,-0.152286,-0.665378,-138.535373,-85.960442,-14.625543,0.068163,-0.017787,0.997516,0.449895,-0.891863,-0.046646,0.890477,0.451956,-0.052789
46777,9.783796,-0.077646,-0.355424,0.319518,-0.272913,-0.031152,-0.022407,-0.005272,0.141937,-0.708984,-0.052002,0.020508,0.097839,-0.000707,-0.003552,1.000000,-0.000112,-0.000026,0.000710,0.176180,-0.709536,-0.151648,-0.665224,-137.617204,-85.895020,-15.558007,0.068961,-0.019200,0.997435,0.449598,-0.891927,-0.048253,0.890565,0.451772,-0.052876
46778,9.775378,-0.026604,-0.278446,0.416993,-0.294800,-0.046651,-0.028610,-0.004690,0.119039,-0.704590,-0.047852,0.013672,0.097754,-0.000208,-0.002782,1.000000,-0.000143,-0.000023,0.000595,0.176489,-0.709677,-0.151130,-0.665109,-136.956607,-85.844202,-16.235610,0.069579,-0.020261,0.997371,0.449276,-0.892023,-0.049464,0.890680,0.451536,-0.052963
46779,9.926361,0.034398,-0.314255,0.429409,-0.379511,0.102158,-0.031470,-0.005797,0.102871,-0.709717,-0.042236,0.014404,0.099264,0.000395,-0.003140,1.000000,-0.000157,-0.000029,0.000514,0.176784,-0.709822,-0.150603,-0.664995,-136.319231,-85.792657,-16.891868,0.070201,-0.021318,0.997305,0.448924,-0.892132,-0.050669,0.890808,0.451271,-0.053058
